ID,dem_genero,dem_edad,dem_nivedu,WVOC_01_cod,WVOC_02_cod,WVOC_03_cod,WVOC_04_cod,WVOC_05_cod,WVOC_06_cod,WVOC_07_cod,WVOC_08_cod,WVOC_09_cod,WVOC_10_cod,WVOC_11_cod,WVOC_12_cod,WVOC_13_cod,WVOC_14_cod,WVOC_15_cod,WVOC_16_cod,WVOC_17_cod,WVOC_18_cod,WVOC_19_cod,WVOC_20_cod,WVOC_21_cod,WVOC_22_cod,WVOC_23_cod,WVOC_24_cod,WVOC_25_cod,WVOC_26_cod,WVOC_27_cod,WVOC_28_cod,WVOC_29_cod,WVOC_30_cod,WVOC_31_cod,WVOC_32_cod,WVOC_33_cod,WVOC_TOTAL,WVOC_TOTAL_STD,WMAT_01_cod,WMAT_01_raw,WMAT_02_cod,WMAT_02_raw,WMAT_03_cod,WMAT_03_raw,WMAT_04_cod,WMAT_04_raw,WMAT_05_cod,WMAT_05_raw,WMAT_06_cod,WMAT_06_raw,WMAT_07_cod,WMAT_07_raw,WMAT_08_cod,WMAT_08_raw,WMAT_09_cod,WMAT_09_raw,WMAT_10_cod,WMAT_10_raw,WMAT_11_cod,WMAT_11_raw,WMAT_12_cod,WMAT_12_raw,WMAT_13_cod,WMAT_13_raw,WMAT_14_cod,WMAT_14_raw,WMAT_15_cod,WMAT_15_raw,WMAT_16_cod,WMAT_16_raw,WMAT_17_cod,WMAT_17_raw,WMAT_18_cod,WMAT_18_raw,WMAT_19_cod,WMAT_19_raw,WMAT_20_cod,WMAT_20_raw,WMAT_21_cod,WMAT_21_raw,WMAT_22_cod,WMAT_22_raw,WMAT_23_cod,WMAT_23_raw,WMAT_24_cod,WMAT_24_raw,WMAT_25_cod,WMAT_25_raw,WMAT_26_cod,WMAT_26_raw,WMAT_A,WMAT_B,WMAT_C,wmat_total,wmat_total_std,bfbs_01_cod,bfbs_01_conf,bfbs_01_raw,bfbs_03_cod,bfbs_03_conf,bfbs_03_raw,bfbs_04_cod,bfbs_04_conf,bfbs_04_raw,bfbs_10_cod,bfbs_10_conf,bfbs_10_raw,bfbs_12_cod,bfbs_12_conf,bfbs_12_raw,bfbs_14_cod,bfbs_14_conf,bfbs_14_raw,bfbs_17_cod,bfbs_17_conf,bfbs_17_raw,bfbs_23_cod,bfbs_23_conf,bfbs_23_raw,bfbs_conf_total,bfbs_cong_conf,bfbs_cong_total,bfbs_creib_conf,bfbs_creib_total,bfbs_incong_conf,bfbs_incon_total,bfbs_increib_conf,bfbs_increib_total,bfbs_invalid_conf,bfbs_invalid_total,bfbs_total,bfbs_valid_conf,bfbs_valid_total,EA_01_raw,EA_02_raw,EA_03_raw,EA_04_raw,EA_05_raw,EA_06_raw,EA_07_raw,EA_08_raw,EA_09_raw,EA_10_raw,EA_11_raw,EA_12_raw,EA_13_raw,EA_14_raw,EA_15_raw,EA_16_raw,EA_17_raw,EA_18_raw,EA_19_raw,EA_20_raw,EA_21_raw,EA_22_raw,EA_23_raw,EA_24_raw,EA_azar_TOTAL,EA_control_interno_TOTAL,EA_otros_poderosos_TOTAL,EAR_01_raw,EAR_02_raw,EAR_03_raw,EAR_04_raw,EAR_05_raw,EAR_06_raw,EAR_07_raw,EAR_08_raw,EAR_09_raw,EAR_10_raw,EAR_TOTAL,ECRRS_ansiedad_TOTAL,ECRRS_evitacion_TOTAL,ECRRS_madre_01_raw,ECRRS_madre_02_raw,ECRRS_madre_03_raw,ECRRS_madre_04_raw,ECRRS_madre_05_raw,ECRRS_madre_06_raw,ECRRS_madre_07_raw,ECRRS_madre_08_raw,ECRRS_madre_09_raw,ECRRS_madre_ansiedad_TOTAL,ECRRS_madre_evitacion_TOTAL,ECRRS_mejoramig_01_raw,ECRRS_mejoramig_02_raw,ECRRS_mejoramig_03_raw,ECRRS_mejoramig_04_raw,ECRRS_mejoramig_05_raw,ECRRS_mejoramig_06_raw,ECRRS_mejoramig_07_raw,ECRRS_mejoramig_08_raw,ECRRS_mejoramig_09_raw,ECRRS_mejoramigo_ansiedad_TOTAL,ECRRS_mejoramigo_evitacion_TOTAL,ECRRS_padre_01_raw,ECRRS_padre_02_raw,ECRRS_padre_03_raw,ECRRS_padre_04_raw,ECRRS_padre_05_raw,ECRRS_padre_06_raw,ECRRS_padre_07_raw,ECRRS_padre_08_raw,ECRRS_padre_09_raw,ECRRS_padre_ansiedad_TOTAL,ECRRS_padre_evitacion_TOTAL,ECRRS_pareja_01_raw,ECRRS_pareja_02_raw,ECRRS_pareja_03_raw,ECRRS_pareja_04_raw,ECRRS_pareja_05_raw,ECRRS_pareja_06_raw,ECRRS_pareja_07_raw,ECRRS_pareja_08_raw,ECRRS_pareja_09_raw,ECRRS_pareja_ansiedad_TOTAL,ECRRS_pareja_evitacion_TOTAL,GHQ_01,GHQ_02,GHQ_03,GHQ_04,GHQ_05,GHQ_06,GHQ_07,GHQ_08,GHQ_09,GHQ_10,GHQ_11,GHQ_12,GHQ_autoestima_TOTAL,GHQ_estres_TOTAL,GHQ_exito_afrontamiento_TOTAL,GHQ_TOTAL,wdig_dir_total,wdig_inv_total,WDIGSIMB_TOTAL,wdig_total,wdig_total_std,lkns_01_cod,lkns_01_raw,lkns_02_cod,lkns_02_raw,lkns_03_cod,lkns_03_raw,lkns_04_cod,lkns_04_raw,lkns_05_cod,lkns_05_raw,lkns_06_cod,lkns_06_raw,lkns_07_cod,lkns_07_raw,lkns_08_cod,lkns_08_raw,lkns_09_cod,lkns_09_raw,lkns_10_cod,lkns_10_raw,lkns_11_cod,lkns_11_raw,lkns_total,SASS_01_raw,SASS_02_raw,SASS_03_raw,SASS_04_raw,SASS_05_raw,SASS_06_raw,SASS_07_raw,SASS_08_raw,SASS_09_raw,SASS_10_raw,SASS_11_raw,SASS_12_raw,SASS_13_raw,SASS_14_raw,SASS_15_raw,SASS_16_raw,SASS_17_raw,SASS_18_raw,SASS_19_raw,SASS_20_raw,SASS_21_raw,SASS_TOTAL,SASS_trabajo,bayes_all_accuracy,bayes_all_confidence,bayes_pictorial_qualitative_accuracy,bayes_pictorial_quantitative_accuracy,bayes_text_qualitative_accuracy,bayes_text_quantitative_accuracy
43,1,34,2,2,2,2,1,2,2,2,2,0,2,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,1,3,1,3,1,2,1,2,1,3,1,1,1,5,0,5,1,2,0,1,1,5,0,2,0,1,1,3,1,2,0,3,1,1,0,2,0,4,1,4,1,3,0,5,0,3,1,1,0,4,0,3,2,5,4,15,7,1,100,1,1,100,2,0,100,2,1,100,1,1,100,2,1,100,1,1,100,2,1,100,2,100,100,1,100,1,100,0.75,100,0.75,100,1,7,100,0.75,3,1,2,1,3,3,-2,3,3,3,1,1,3,3,3,1,-3,-1,3,-3,3,2,1,-2,32,40,32,3,3,0,3,1,3,1,3,3,3,23,0.666666666666667,0.583333333333333,0,0,0,0,1,1,1,1,0,0.666666666666667,1,1,1,1,1,1,0,1,1,1,1,0.166666666666667,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0.166666666666667,2,2,1,2,2,2,1,2,2,2,2,1,6,3,9,16,6,4,49,10,5,0,700,1,100,1,100,1,c) 1 de cada 10,0,b)10%,1,2,1,2,1,10,0,100,0,20,0,50,6,NA,0,3,2,1,0,0,3,2,2,2,3,1,0,0,0,2,2,2,1,2,28,0,0.25,100,0,0,1,0
44,0,48,3,2,0,2,1,2,0,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,16,6,1,3,1,3,0,4,0,4,0,5,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,2,0,5,0,3,0,3,0,4,0,4,0,4,0,5,0,3,0,4,0,1,0,2,0,5,0,5,2,5,4,2,1,0,100,2,0,100,1,0,100,2,1,100,1,1,100,2,1,100,1,1,100,2,0,100,1,100,100,0.5,100,0.5,100,0.5,100,0.5,100,0.5,4,100,0.5,3,-3,3,3,3,-3,1,-3,3,3,3,-3,3,-3,3,-3,1,3,3,-3,3,3,3,-3,10,48,34,3,3,0,3,0,3,0,3,3,3,23,0.333333333333333,0.375,0,0,0,0,1,1,1,0,0,0.333333333333333,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0.5,1,1,1,1,0,0,1,1,1,1,0,3,1,3,3,1,1,3,2,1,0,0,3,8,6,17,30,4,4,38,8,5,0,30,0,0,0,0,0,b) 1 de cada 1000,0,b)10%,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,3,2,0,1,1,3,3,3,2,3,3,3,2,3,2,3,3,1,1,3,45,0,0.25,100,1,0,0,0
45,0,25,3,2,2,2,1,2,0,1,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,1,3,1,3,1,2,1,2,1,3,1,1,0,1,1,1,0,3,1,4,0,4,0,5,0,2,0,3,0,4,0,4,0,2,0,4,0,3,0,5,0,5,0,3,0,2,0,5,0,2,0,2,2,5,4,8,4,0,100,2,1,100,2,0,100,2,0,100,2,0,100,1,0,100,2,1,100,2,0,100,1,100,100,0.5,100,0,100,0,100,0.5,100,0.5,2,100,0,1,3,-1,-3,1,1,-3,1,-1,3,1,-3,1,2,1,1,1,-3,-1,-3,1,-1,-2,-1,27,17,24,2,2,1,2,2,2,2,3,1,1,22,0.5,0.291666666666667,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,3,1,1,3,3,1,1,3,2,1,0,9,0,4,10,6,4,66,10,5,1,500,1,1,0,1,1,c) 1 de cada 10,0,b)10%,1,2,1,2,1,10,0,10,0,20,1,5,7,NA,1,1,1,0,2,2,1,0,1,2,2,2,0,0,0,2,3,2,2,1,25,0,0,22.5,0,NA,0,NA
46,0,20,4,1,1,2,2,2,2,2,2,1,1,2,2,1,0,0,2,2,2,1,2,2,0,0,0,2,0,0,0,2,0,0,0,0,36,8,1,3,1,3,1,2,1,2,1,3,1,1,1,5,1,1,1,2,1,4,1,5,1,1,1,4,1,3,1,2,1,2,1,1,1,5,0,4,0,2,1,3,1,3,1,2,0,3,0,3,0,2,2,5,4,21,11,1,80,1,1,100,2,0,100,2,1,100,1,1,100,2,1,100,1,1,100,2,1,100,2,97.5,95,1,95,1,100,0.75,100,0.75,100,1,7,95,0.75,3,1,-2,1,2,-1,1,-3,3,1,1,-3,1,-2,-3,-3,-1,3,3,-1,3,-2,2,-3,15,44,14,3,3,0,3,3,3,3,3,0,0,29,0,0.25,1,1,1,0,0,0,0,0,0,0,0.166666666666667,1,1,1,0,0,0,0,0,0,0,0.166666666666667,1,1,0,0,1,1,0,0,0,0,0.666666666666667,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,1,3,2,0,0,0,2,7,5,13,25,7,6,80,13,7,0,900,1,100,1,10,1,a) 1 de cada 100,1,b)10%,1,2,1,2 de cada 100,0,10,0,100,0,20,0,1,6,NA,3,3,3,2,2,3,3,3,3,3,2,2,2,3,3,2,3,2,1,2,50,0,0.5,91.25,0,0,1,1
47,0,23,3,2,0,2,1,0,1,1,2,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,1,3,1,3,1,2,1,2,1,3,1,1,1,5,0,4,0,5,1,4,1,5,0,2,1,4,1,3,1,2,1,2,0,2,0,3,1,3,0,5,1,3,0,4,0,1,0,5,0,3,0,5,2,5,4,15,7,1,50,1,1,30,2,1,50,1,0,80,2,1,80,2,1,80,1,1,70,2,1,70,2,63.75,57.5,1,70,1,70,0.75,57.5,0.75,62.5,1,7,65,0.75,1,2,-3,3,1,1,1,-1,2,3,-2,-2,3,-1,-2,-1,-2,1,3,-3,3,2,3,-3,24,41,16,3,2,0,3,0,3,3,2,0,0,32,0.833333333333333,0.375,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0.333333333333333,0.833333333333333,0,1,0,0,0,1,1,1,1,1,0.666666666666667,1,1,1,1,0,0,1,1,1,1,0,1,1,2,2,2,0,2,2,2,2,0,2,6,4,11,19,7,4,63,11,6,0,500,0,100,1,30,0,c) 1 de cada 10,1,c) 5%,1,2,0,2 de cada 100,1,20,0,100,0,10,1,2,5,NA,3,3,1,2,3,2,2,0,1,0,1,3,0,1,0,3,3,0,1,2,31,0,0.25,55,1,0,0,0
48,0,34,4,2,2,1,1,2,2,1,2,0,1,2,0,0,2,0,2,0,1,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,32,7,1,3,1,3,1,2,1,2,1,3,1,1,1,5,1,1,1,2,1,4,1,5,1,1,0,1,0,4,0,5,0,2,0,1,0,5,0,3,0,3,0,2,0,2,0,2,0,1,0,5,0,5,2,5,4,12,6,0,90,2,1,90,2,1,80,1,0,50,2,1,90,2,1,90,1,1,90,2,1,100,2,85,90,0.75,92.5,0.75,80,0.75,77.5,0.75,92.5,1,6,77.5,0.5,2,2,-3,-1,1,1,-2,-2,1,3,2,-3,2,2,-2,-2,-2,1,1,-3,3,-3,3,-2,23,35,13,2,2,1,3,1,2,2,2,1,1,25,0.5,0.458333333333333,1,0,0,0,1,1,1,1,1,1,0.833333333333333,1,1,1,0,0,0,0,0,0,0,0.166666666666667,1,0,0,0,1,1,1,0,0,0.333333333333333,0.833333333333333,1,1,1,1,0,0,1,1,0,0.666666666666667,0,2,2,2,2,2,1,2,2,2,1,0,2,8,3,12,21,8,6,87,14,8,1,500,0,10,0,1,1,c) 1 de cada 10,0,c) 5%,1,2,0,2 de cada 200,1,10,0,1,1,50,1,5,6,NA,2,2,2,1,2,2,2,0,2,2,2,2,1,1,1,2,3,2,2,2,35,0,0,60,0,0,0,0
49,0,18,3,2,2,0,1,0,0,1,0,0,2,0,2,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,1,3,1,3,1,2,0,4,0,2,0,3,0,4,0,4,0,5,0,5,0,2,0,4,0,4,0,4,0,5,0,1,0,4,0,5,0,4,0,3,0,1,0,4,0,1,0,4,0,2,0,1,2,5,4,3,1,1,100,1,0,80,1,0,100,2,1,50,1,1,50,2,0,50,2,1,70,2,0,50,1,68.75,75,0.5,62.5,0.5,62.5,0.5,75,0.5,62.5,0.5,4,75,0.5,2,-3,-3,3,1,2,-1,-3,-3,2,-3,-1,-3,-1,1,-3,-3,2,3,-3,2,-1,3,3,22,37,6,1,1,3,1,2,2,2,1,0,3,18,0.166666666666667,0.5,1,1,0,0,0,1,1,0,0,0.333333333333333,0.5,1,1,1,0,0,0,0,0,1,0.333333333333333,0.166666666666667,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0.333333333333333,2,1,0,3,1,3,2,1,1,1,3,2,6,6,10,21,5,4,60,9,3,0,300,0,400,0,50,0,c) 1 de cada 10,0,b)10%,0,50,1,50,1,100,0,200,0,25,0,300,2,NA,2,1,1,2,3,2,1,1,2,3,2,2,0,0,0,2,2,0,3,2,31,0,0.5,60,1,1,0,0
50,0,19,4,2,2,2,1,2,2,1,2,0,2,1,0,0,0,1,2,2,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,27,5,1,3,1,3,1,2,1,2,1,3,1,1,1,5,0,4,1,2,0,5,0,2,0,5,0,1,0,5,0,2,0,3,0,4,0,4,0,4,0,4,0,3,0,5,0,3,0,2,0,5,0,1,2,5,4,8,4,1,100,1,1,100,2,0,100,2,1,100,1,1,100,2,0,100,2,1,100,2,0,100,1,100,100,0.75,100,0.5,100,0.5,100,0.75,100,0.75,5,100,0.5,1,-3,-3,3,3,3,1,3,3,2,-3,-2,2,2,-3,1,3,3,3,-3,3,3,3,-3,25,46,23,3,2,0,3,0,3,3,2,0,0,32,0.583333333333333,0.291666666666667,1,1,1,0,0,0,1,1,0,0.666666666666667,0.166666666666667,1,1,1,0,0,1,1,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,1,0,1,0.666666666666667,0.666666666666667,1,1,1,1,0,0,1,0,1,0.666666666666667,0,2,0,2,2,0,1,2,2,0,0,0,2,7,9,12,28,12,6,72,18,11,0,800,1,500,1,10,0,c) 1 de cada 10,0,b)10%,1,2,1,50,1,30,0,100,0,20,0,100,5,NA,3,3,2,2,1,2,2,0,2,2,3,2,0,2,0,3,3,3,3,3,41,0,NA,NA,NA,NA,NA,NA
51,0,19,3,2,2,2,0,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,3,1,3,1,2,1,2,0,2,0,5,1,5,0,4,0,5,0,5,0,3,0,4,0,4,0,5,0,2,0,4,0,4,0,1,0,4,0,5,0,3,0,5,0,1,0,5,0,1,0,5,2,5,4,5,1,1,80,1,1,70,2,1,90,1,0,100,2,0,100,1,0,80,2,1,100,2,0,100,1,90,82.5,0.75,90,0.25,97.5,0.25,90,0.75,92.5,0.5,4,87.5,0.5,-1,-3,-3,-3,1,-1,-1,-1,3,3,-3,-3,1,1,1,-3,-3,3,3,-3,2,-3,2,2,19,34,10,3,3,0,3,0,3,2,2,0,0,32,0.666666666666667,0.458333333333333,1,1,1,0,0,0,1,1,1,1,0.166666666666667,1,1,1,0,0,1,1,0,1,0.666666666666667,0.333333333333333,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0.333333333333333,2,2,2,2,2,2,2,2,2,2,0,2,8,3,12,21,7,4,51,11,5,0,50,0,5,0,1,0,c) 1 de cada 10,0,b)10%,0,10,1,20,1,20,0,200,0,10,0,5e3,2,NA,0,3,1,2,2,2,2,1,2,2,3,3,0,2,0,3,3,3,3,2,39,0,0.5,97.5,0,1,0,1
52,1,38,4,2,2,2,2,2,2,2,2,1,1,2,0,0,2,2,2,2,2,1,1,0,1,2,0,0,2,0,0,1,0,0,0,0,38,10,1,3,1,3,1,2,1,2,1,3,1,1,1,5,1,1,1,2,1,4,1,5,1,1,0,3,1,3,1,2,0,3,0,5,1,5,0,4,1,4,1,3,0,2,1,2,0,3,0,1,0,2,2,5,4,18,11,1,100,1,1,100,2,1,100,1,1,100,1,1,100,2,1,100,1,1,100,2,1,100,2,100,100,1,100,1,100,1,100,1,100,1,8,100,1,2,1,3,-1,2,3,-3,3,3,3,2,-2,3,1,1,-1,2,3,3,-2,3,1,3,1,27,42,37,3,2,1,3,1,2,2,2,1,1,26,0.25,0.25,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,0,2,2,0,0,2,2,0,0,0,2,6,9,12,27,10,5,73,15,11,1,500,1,10,1,9.99,1,c) 1 de cada 10,1,b)10%,0,1.5,1,2 de cada 100,1,10,0,100,1,20,1,5,9,3,NA,3,3,2,2,3,1,1,3,2,3,3,0,3,3,1,2,0,1,3,42,1,0.5,100,1,0,1,0
53,1,23,4,2,2,2,1,2,2,2,2,1,2,1,1,0,2,1,2,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,35,7,1,3,1,3,1,2,1,2,1,3,1,1,1,5,1,1,1,2,1,4,1,5,1,1,1,4,1,3,1,2,0,1,1,1,1,5,1,3,1,4,1,3,0,1,1,2,0,5,1,2,0,2,2,5,4,22,12,1,100,1,1,100,2,1,100,1,1,100,1,1,100,2,1,100,1,1,100,2,1,100,2,100,100,1,100,1,100,1,100,1,100,1,8,100,1,3,1,-3,-3,1,-1,-3,-3,-3,3,1,-3,3,-3,-3,-1,1,3,3,-3,3,-3,3,1,18,34,14,2,3,0,3,0,3,3,0,0,0,34,0,0.291666666666667,1,1,0,0,0,1,0,0,0,0,0.5,0,1,0,0,0,1,0,0,0,0,0.666666666666667,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,0,0,2,2,0,0,0,2,6,7,12,25,6,7,55,13,7,0,500,1,10,1,0.1,1,c) 1 de cada 10,1,b)10%,1,2,1,2 de cada 100,1,10,1,100,1,20,1,1,10,3,NA,2,3,3,2,3,3,2,2,3,2,3,0,3,3,3,3,3,1,2,49,1,0.5,97.5,1,0,1,0
54,0,19,5,2,2,2,2,2,2,0,2,0,2,2,0,1,0,2,1,0,1,1,1,1,2,1,0,2,1,1,0,2,0,0,0,0,35,8,1,3,1,3,1,2,1,2,1,3,1,1,1,5,1,1,1,2,1,4,1,5,1,1,1,4,1,3,1,2,1,2,1,1,1,5,1,3,0,2,0,1,0,2,0,5,0,1,0,2,0,4,2,5,4,19,10,0,50,2,1,50,2,1,50,1,1,50,1,1,50,2,1,50,1,1,50,2,1,50,2,50,50,0.75,50,0.75,50,1,50,1,50,1,7,50,0.75,3,2,1,1,2,2,-1,-3,1,1,-2,-3,2,-1,-3,-3,-3,2,3,1,3,-2,3,-3,18,42,15,3,3,0,2,1,3,3,3,1,1,28,0.166666666666667,0.0416666666666667,1,1,1,1,0,0,1,0,0,0.333333333333333,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0.333333333333333,0.166666666666667,0,3,3,3,1,0,3,2,1,0,0,3,7,4,14,24,9,5,98,14,8,1,500,1,1,1,0.1,1,c) 1 de cada 10,1,b)10%,1,2,1,2 de cada 100,1,10,1,100,0,20,1,5,10,NA,1,0,2,2,3,3,3,2,3,3,2,3,1,3,3,2,3,2,2,3,46,0,0,50,0,0,0,0
55,1,30,4,2,2,2,1,2,1,2,2,0,2,1,0,0,2,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,27,5,1,3,1,3,1,2,1,2,1,3,1,1,0,3,0,4,1,2,1,4,0,3,1,1,0,3,0,2,0,3,0,2,0,2,0,3,0,3,0,2,0,3,0,4,0,3,0,2,0,4,0,3,2,5,4,9,4,1,100,1,1,100,2,0,100,2,0,100,2,1,100,2,1,100,1,1,100,2,1,100,2,100,100,1,100,1,100,0.5,100,0.5,100,1,6,100,0.5,3,-3,3,3,3,3,3,-3,3,3,-3,-3,3,-3,-3,-3,-3,3,3,-1,3,-3,3,3,24,48,14,3,2,0,3,0,3,3,3,1,0,30,0.75,0.25,1,1,1,0,0,0,1,1,1,1,0.166666666666667,0,1,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,1,1,1,1,0.333333333333333,1,1,1,1,0,0,1,1,1,1,0,2,1,2,2,0,0,2,2,0,0,0,2,6,8,12,26,9,6,64,15,9,0,500,0,1,1,1,1,c) 1 de cada 10,1,b)10%,1,2,1,2 de cada 100,1,10,0,100,0,2,1,1,7,3,NA,3,2,3,3,2,3,2,2,2,3,3,2,2,2,3,2,3,3,3,51,1,0,95,0,0,0,0
56,1,67,1,2,2,2,1,2,2,2,2,0,2,0,2,1,2,0,0,2,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,29,10,1,3,1,3,1,2,1,2,1,3,1,1,0,4,0,4,0,5,0,5,0,2,0,4,0,1,0,4,0,5,0,4,0,4,0,5,0,3,0,3,0,3,0,4,0,1,0,5,0,5,0,1,2,5,1,6,8,0,100,2,1,100,2,0,100,2,0,100,2,0,100,1,0,100,2,1,100,2,0,100,1,100,100,0.5,100,0,100,0,100,0.5,100,0.5,2,100,0,-3,-3,-3,3,-2,2,-2,2,3,3,-3,3,3,1,3,-3,-3,3,3,-3,3,-3,3,-3,22,37,17,3,2,0,3,0,3,3,0,0,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,2,2,2,1,0,0,2,9,5,11,24,4,2,32,6,5,0,800,1,1,1,1,1,c) 1 de cada 10,0,b)10%,1,2,1,50,1,10,0,100,0,20,0,50,6,NA,NA,3,1,3,0,2,3,2,2,3,2,3,0,2,2,3,3,3,1,2,NA,0,0,0,0,NA,0,NA
57,1,54,1,1,2,2,2,2,2,2,2,0,2,1,2,0,2,1,1,2,2,1,1,0,2,0,0,2,2,1,0,0,0,0,0,0,37,10,1,3,1,3,1,2,1,2,1,3,1,1,0,3,0,4,0,3,0,4,0,5,0,1,0,4,0,5,0,2,0,2,0,1,0,3,0,3,0,1,0,1,0,5,0,2,0,2,0,4,0,4,2,5,4,6,6,0,100,2,0,100,1,0,100,2,0,100,2,0,100,1,1,100,1,1,100,2,1,100,2,100,100,0.5,100,0.5,100,0.25,100,0.25,100,0.5,3,100,0.25,2,3,3,3,2,2,2,-3,3,3,3,-3,3,3,3,-3,3,3,3,-3,3,2,3,-3,28,46,35,3,3,0,3,0,3,3,3,0,0,32,0.5,0.5,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,2,2,2,2,1,0,2,2,0,0,0,2,6,6,12,24,8,6,60,14,10,1,80,1,2,0,2,0,a) 1 de cada 100,0,b)10%,1,2,1,200,0,20,0,200,0,20,0,5,4,3,NA,3,2,2,2,2,3,3,2,3,2,3,2,3,3,2,2,2,2,2,48,1,0.25,100,0,0,0,1
58,0,19,2,2,1,2,2,2,2,1,2,2,0,2,2,0,1,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,5,1,3,1,3,1,2,1,2,1,3,0,3,0,3,0,4,0,5,0,4,0,5,0,1,0,3,0,3,0,4,0,2,0,5,0,3,0,4,0,4,0,3,0,4,0,2,0,5,0,4,0,5,2,5,4,5,1,0,80,2,1,100,2,1,90,1,0,80,2,0,90,1,1,100,1,1,90,2,0,99,1,91.125,92.5,0.75,92.25,0.25,89.75,0.25,90,0.75,94.75,0.5,4,87.5,0.5,1,3,-2,3,2,3,2,-1,-2,3,-3,-3,3,3,-2,2,-3,3,3,-2,2,-3,3,3,40,39,11,3,3,2,2,2,3,3,3,0,2,25,0.583333333333333,0.25,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0.666666666666667,0,1,0,0,0,1,1,1,1,1,1,0.833333333333333,1,1,1,1,0,1,1,0,1,0.666666666666667,0.166666666666667,3,3,3,3,2,1,3,3,0,0,0,3,7,4,18,29,6,4,66,10,4,0,450,0,500,0,39,0,a) 1 de cada 100,0,b)10%,1,2,1,50,0,80,0,90,0,10,0,99,2,3,NA,3,1,1,2,1,2,0,2,3,2,3,2,3,1,2,1,3,1,2,38,1,0.25,67.5,0,0,1,0
